house_number_sans_lettre;best_street_id;best_address_id;x_31370;y_31370;best_postal_code;cd_sector
331;7741843;wal1874730;247149;48272;6717;81003D090
16;7741846;wal1874732;246701;48536;6717;81003D000
12;7741846;wal1874733;246645;48536;6717;81003D000
239;7741867;wal1874762;247749;49950;6717;81003D19-
54;7741830;wal1874771;248127;50816;6717;81003D10-
32;7741830;wal1874782;248209;51090;6717;81003D19-
71;7741390;wal1969837;246670;42420;6700;81001C41-
9;7742256;wal1874679;253301;36652;6780;81015D001
7;7742256;wal1874678;253315;36651;6780;81015D001
186;7741378;wal1558720;254620;41070;6700;81001A212
189;7741378;wal1558734;254523;41072;6700;81001A212
263;7741378;wal1558742;254758;40970;6700;81001A212
265;7741378;wal1558743;254774;40963;6700;81001A212
267;7741378;wal1558748;254786;40958;6700;81001A212
344;7741464;wal1558756;254845;43967;6700;81001D112
44;7742222;wal1557084;256201;37233;6780;81015E000
49;7742222;wal1557086;256162;37216;6780;81015E000
43;7742180;wal1557094;247964;58700;6630;81013A091
17;7742251;wal1557101;254040;34508;6780;81015A300
46;7742251;wal1557107;253987;34780;6780;81015A300
51;7742251;wal1557116;253982;34876;6780;81015A300
53;7742251;wal1557118;253976;34894;6780;81015A300
55;7742251;wal1557125;253978;34908;6780;81015A300
57;7742251;wal1557132;253981;34922;6780;81015A300
58;7742251;wal1557139;254044;35031;6780;81015A300
60;7742251;wal1557149;254062;35037;6780;81015A300
62;7742251;wal1557156;254065;35059;6780;81015A300
66;7742251;wal1557158;254064;35091;6780;81015A300
18;7741471;wal1557169;248002;42458;6700;81001C49-
20;7741471;wal1557172;247977;42457;6700;81001C49-
8;7741731;wal1558184;253977;42464;6700;81001A02-
10;7741366;wal1558195;253793;43479;6700;81001A053
6;7741953;wal1561866;255482;28873;6791;81004B21-
13;7741955;wal1561869;256530;29588;6791;81004B32-
92;7742009;wal1561875;252835;28285;6790;81004A01-
2;7742123;wal1561887;252821;28281;6790;81004A01-
8;7741912;wal1561894;249376;28487;6792;81004C00-
2;7742126;wal1561898;256487;28130;6791;81004B03-
36;7741995;wal1561913;255589;29134;6791;81004B21-
5;7742043;wal1561920;256570;29585;6791;81004B32-
7;7742043;wal1561925;256585;29578;6791;81004B32-
9;7742043;wal1561940;256603;29575;6791;81004B32-
2;7742094;wal1561948;253850;29576;6790;81004A001
30;7742094;wal1561952;254114;29443;6790;81004A001
33;7742094;wal1561954;254236;29373;6790;81004A001
48;7742094;wal1561966;254190;29362;6790;81004A001
1;7741370;wal1558215;254126;42026;6700;81001A02-
24;7741370;wal1558219;254077;41989;6700;81001A02-
