house_number_sans_lettre;best_street_id;best_address_id;x_31370;y_31370;best_postal_code;cd_sector
103;56814;vlg200010;60231;186430;8830;36006A001
58;58165;vlg200021;62041;182120;8800;36015A50-
245;56935;vlg200059;71379;181112;8770;36007A02-
59;57086;vlg200064;68143;179185;8870;36008A052
5;56911;vlg200096;59357;186512;8830;36006A001
120;56855;vlg200097;56646;186104;8830;36006A091
75;58586;vlg200129;58440;182103;8840;36019B00-
50;56970;vlg200140;72140;179784;8770;36007A042
10;57335;vlg200162;68639;181062;8870;36008A59-
38;58416;vlg200166;64030;184634;8800;36015A742
7;56798;vlg200174;62228;188174;8830;36006B182
39;57183;vlg200205;67845;178998;8870;36008A232
68;57230;vlg200207;67937;179962;8870;36008A07-
38;58245;vlg200214;62541;183909;8800;36015A60-
198;58241;vlg200239;64775;183238;8800;36015A1AA
12;57474;vlg200325;61032;173339;8880;36010A09-
20;58207;vlg200355;62184;183660;8800;36015A60-
167;58333;vlg200398;62751;183555;8800;36015A811
4;57386;vlg200446;66591;174599;8880;36010C001
19;56909;vlg200479;60030;185646;8830;36006A032
25;57949;vlg200527;62562;182400;8800;36015A001
30;58556;vlg200542;58342;182241;8840;36019B00-
1;57882;vlg200559;65108;180407;8800;36015C055
16;58028;vlg200687;64150;180919;8800;36015C001
154;58490;vlg200831;55437;182492;8840;36019A091
16;57138;vlg200888;70158;179967;8870;36008A50-
88;58331;vlg200991;61106;183700;8800;36015A540
27;57164;vlg200992;68638;179518;8870;36008A052
82;58499;vlg201002;53709;185519;8840;36019A091
1;58294;vlg201013;61786;182802;8800;36015A83-
5;57925;vlg201151;62741;182679;8800;36015A001
28;57079;vlg201162;68679;179117;8870;36008A052
10;58375;vlg201172;62017;183839;8800;36015A610
2;57592;vlg201184;63965;191516;8810;36011A001
100;57073;vlg201187;68323;181339;8870;36008A59-
49;57964;vlg201313;65063;180173;8800;36015C055
117;57946;vlg201379;61803;182311;8800;36015A50-
31;58632;vlg201404;55278;185556;8840;36019A033
2;58192;vlg201421;63841;185247;8800;36015A701
15;57330;vlg201587;67450;177923;8870;36008A301
30;57722;vlg201614;57921;176972;8890;36012A033
9;57533;vlg201651;63862;191761;8810;36011A001
11;57657;vlg201771;58405;172881;8890;36012A19-
92;56891;vlg201794;59611;185168;8830;36006A091
41;58410;vlg201798;62214;181626;8800;36015A02-
76;58244;vlg201802;62711;183914;8800;36015A60-
22;57093;vlg201822;67999;178004;8870;36008A301
10;57769;vlg201858;59859;173952;8890;36012A10-
13;57704;vlg201936;56203;175836;8890;36012A082
19;57020;vlg201937;71793;179485;8770;36007A042
44;57546;vlg201994;63137;191878;8810;36011A04-
208;58370;vlg201999;64634;183138;8800;36015A172
43;58264;vlg202003;62256;181879;8800;36015A02-
94;58087;vlg202045;64325;180167;8800;36015C0AA
6;58536;vlg202169;52515;183453;8840;36019A102
248;57694;vlg202180;61511;170767;8890;36012B090
283;58005;vlg202233;65428;183353;8800;36015A1PA
13;56945;vlg202355;70862;179822;8770;36007A053
41;57573;vlg202382;64885;190304;8810;36011A292
51;57884;vlg202492;61347;185107;8800;36015A642
81;58591;vlg202506;54580;184986;8840;36019A033
1;57989;vlg202557;62231;183049;8800;36015A83-
22;57444;vlg202588;65558;173343;8880;36010C082
18;57068;vlg202591;67063;179839;8870;36008A242
30;58461;vlg202593;57422;181822;8840;36019B083
246;57935;vlg202661;62095;183898;8800;36015A60-
594;57294;vlg202713;66867;180288;8870;36008A242
24;56803;vlg202819;61370;188110;8830;36006B000
34;57412;vlg202822;66395;174361;8880;36010C001
2;57816;vlg202875;64283;184882;8800;36015A742
37;57880;vlg202942;62615;181769;8800;36015A01-
26;58031;vlg202980;63044;182745;8800;36015A122
2;58542;vlg202994;58273;182131;8840;36019B00-
8;58141;vlg203009;62454;182376;8800;36015A001
234;57020;vlg203042;73503;179057;8770;36007A01-
134;58596;vlg203054;56126;184627;8840;36019A091
82;57253;vlg203060;68997;178029;8870;36008A612
21;58068;vlg203163;61933;183209;8800;36015A83-
225;57946;vlg203186;61415;182121;8800;36015A510
40;57348;vlg203276;69166;178059;8870;36008A612
10;57368;vlg203308;69737;177261;8870;36008A091
330;57861;vlg203329;62328;184634;8800;36015A621
127;56984;vlg203336;72201;177829;8770;36007A120
744;58149;vlg203340;61732;176673;8800;36015C20-
285;57989;vlg203426;61465;183675;8800;36015A540
38;58426;vlg203494;63597;181731;8800;36015A20-
43;58338;vlg203510;62193;183433;8800;36015A822
27;58390;vlg203528;61409;181829;8800;36015A510
13;56815;vlg203591;60866;188037;8830;36006B000
37;57333;vlg203618;69184;178853;8870;36008A112
21;58189;vlg203656;62109;181391;8800;36015A401
33;57954;vlg203724;63558;181876;8800;36015A20-
33;57691;vlg203791;60994;172096;8890;36012B021
10;57793;vlg203797;62372;182279;8800;36015A50-
49;58317;vlg203838;61895;182958;8800;36015A83-
79;57319;vlg203952;69632;178812;8870;36008A101
41;58540;vlg203957;57047;182602;8840;36019B083
25;57919;vlg204031;61182;181629;8800;36015A510
23;57622;vlg204130;63457;191722;8810;36011A04-
126;57020;vlg204152;72272;179300;8770;36007A042
3;56949;vlg204178;72347;178534;8770;36007A152
118;57553;vlg204258;63210;192282;8810;36011A04-
3;56809;vlg204265;62659;189873;8830;36006B081
66;58430;vlg204274;62718;181194;8800;36015A301
28;57072;vlg204339;68769;178225;8870;36008A612
16;58216;vlg204351;61501;182899;8800;36015A543
5;56851;vlg204371;59675;186260;8830;36006A001
12;57203;vlg204373;70376;180070;8870;36008A50-
1;57003;vlg204383;70726;179727;8770;36007A053
