house_number_sans_lettre;best_street_id;best_address_id;x_31370;y_31370;best_postal_code;cd_sector
54;7757529;wal1969836;160846;96001;5600;93056R000
4;7757663;wal1969771;162242;98427;5600;93056A00-
2;7757663;wal1969764;162240;98415;5600;93056A00-
19;7756767;wal1870704;152510;84288;5660;93014L00-
143;7756705;wal431465;160854;83153;5660;93014B091
74;7757586;wal463844;162866;98557;5600;93056A01-
154;7773794;wal460711;164096;107163;5621;93022H00-
2;7757400;wal457022;162728;97922;5600;93056A030
142;7757654;wal450990;172976;94463;5600;93056G01-
38;7757654;wal450977;173416;95266;5600;93056G01-
69;7757361;wal455485;158690;92332;5600;93056R163
18;7757509;wal458425;163169;97880;5600;93056A030
143;7757320;wal459775;164038;107175;5621;93022H00-
8;7757654;wal450938;173562;95636;5600;93056G00-
22;7757367;wal455544;159076;92219;5600;93056R163
131;7756705;wal431472;160923;83209;5660;93014B091
83;7758308;wal474397;171107;76577;5670;93090F091
14;7756754;wal1604772;159288;82256;5660;93014A00-
43;7756835;wal1604774;161118;86878;5660;93014P02-
38;7756835;wal1604775;161106;86816;5660;93014P010
3;7756756;wal1604776;157392;85058;5660;93014M00-
7;7756675;wal1604823;158902;83023;5660;93014A07-
7;7756673;wal1604832;160325;87102;5660;93014P03-
2;7756673;wal1604840;160321;87145;5660;93014P03-
10;7756673;wal1604844;160066;87148;5660;93014P062
9;7756672;wal1604883;154515;86588;5660;93014M191
16;7756753;wal1604899;158840;82486;5660;93014A01-
1;7756753;wal1604903;158881;82470;5660;93014A01-
2;7756574;wal1604918;153182;95517;5630;93010A000
10;7756657;wal1604932;161055;86735;5660;93014P010
18;7756751;wal1604944;161024;86035;5660;93014N091
20;7756829;wal1604949;159104;82318;5660;93014A00-
62;7756753;wal1604957;158622;82650;5660;93014A01-
16;7756605;wal1604967;157878;97429;5630;93010E000
84;7757012;wal1859813;176238;95240;5680;93018H09-
7;7756754;wal1604978;159267;82285;5660;93014A02-
71;7756924;wal1605001;161451;82939;5660;93014B00-
22;7756839;wal1605006;160271;85206;5660;93014N00-
20;7756839;wal1605011;160254;85211;5660;93014N00-
45;7756684;wal1605028;158983;82298;5660;93014A01-
173;7756658;wal1605083;154906;70163;5660;93014E081
17;7756812;wal1604600;157570;85206;5660;93014M00-
16;7757222;wal1603624;166800;104599;5620;93022A001
118;7757222;wal1603629;167341;105445;5620;93022A091
114;7757222;wal1603644;167281;105357;5620;93022A091
10;7756926;wal1603652;156512;81155;5660;93014J00-
3;7756950;wal1603658;159515;80511;5660;93014A052
8;7756944;wal1603663;159260;82474;5660;93014A02-
24;7756903;wal1604635;160244;85093;5660;93014N00-
18;7756813;wal1604639;153071;79110;5660;93014G034
53;7756803;wal1603671;158816;82718;5660;93014A01-
10;7756893;wal1603677;153751;80292;5660;93014H091
6;7756889;wal1603681;161092;87277;5660;93014P04-
14;7756889;wal1603690;161137;87243;5660;93014P04-
6;7756888;wal1603692;152884;83877;5660;93014L00-
17;7756888;wal1603694;152838;83710;5660;93014L00-
28;7756986;wal1603696;161551;73560;5660;93014C08-
53;7757287;wal1603699;161104;109333;5621;93022J00-
1;7756762;wal1603706;160722;86929;5660;93014P010
4;7756788;wal1603715;156105;81365;5660;93014J09-
11;7756788;wal1603720;156406;81503;5660;93014J00-
8;7756984;wal1603725;158699;82789;5660;93014A07-
40;7756925;wal1603653;161652;72678;5660;93014C00-
13;7756841;wal1605004;159155;80144;5660;93014A063
3;7756683;wal1605024;159200;82393;5660;93014A02-
500;7756744;wal1605049;159651;81399;5660;93014A052
171;7757196;wal1867843;165069;104107;5620;93022G000
8;7756712;wal1604674;159045;82307;5660;93014A01-
175;7756658;wal1605082;154883;70146;5660;93014E081
59;7756643;wal1602171;158498;82646;5660;93014A040
46;7756643;wal1602176;158573;82694;5660;93014A07-
12;7756908;wal1604691;159185;82574;5660;93014A02-
4;7756703;wal1604714;159155;82281;5660;93014A00-
61;7757018;wal1604733;176083;95551;5680;93018H00-
33;7756747;wal1604736;159371;83974;5660;93014A07-
15;7756670;wal1604746;156453;73199;5660;93014E19-
5;7756984;wal1603733;158506;82813;5660;93014A040
34;7756984;wal1603738;158225;82843;5660;93014A040
1;7756976;wal1603744;157323;84834;5660;93014M00-
20;7756975;wal1603751;158909;82197;5660;93014A091
104;7757203;wal1603764;160542;108858;5621;93022J09-
70;7757222;wal1603767;167100;105065;5620;93022A02-
25;7756758;wal1603782;156929;77081;5660;93014F091
27;7756843;wal1603793;156107;72886;5660;93014E00-
18;7757201;wal1603813;174864;104322;5620;93022C00-
51;7757222;wal1603818;166938;104780;5620;93022A001
29;7757222;wal1603823;166833;104587;5620;93022A001
40;7756927;wal1603830;157138;76263;5660;93014F091
36;7756955;wal1603839;160900;86886;5660;93014P010
23;7757299;wal1603846;167100;104729;5620;93022A032
67;7756643;wal1601708;158463;82636;5660;93014A040
45;7756643;wal1602481;158563;82666;5660;93014A040
4;7756645;wal1602485;160636;86935;5660;93014P010
91;7756643;wal1602507;158221;82562;5660;93014A040
14;7757312;wal1604307;166606;104553;5620;93022A001
62;7757311;wal1604313;162604;111208;5621;93022L00-
8;7756966;wal1604320;160050;84984;5660;93014N00-
14;7756735;wal1604325;156338;81273;5660;93014J00-
4;7756803;wal1604329;158917;82473;5660;93014A01-
19;7757456;wal1604340;162428;98344;5600;93056A00-
10;7757456;wal1604341;162541;98357;5600;93056A00-
120;7757109;wal1604344;164100;107190;5621;93022H00-
1;7757222;wal1604346;166840;104438;5620;93022A001
6;7757147;wal1604353;167184;104775;5620;93022A032
13;7757305;wal1604374;167025;104266;5620;93022A001
107;7757305;wal1604377;167826;103883;5620;93022A39-
48;7756781;wal1604380;161279;86982;5660;93014P02-
9;7756803;wal1604397;158893;82530;5660;93014A01-
22;7757222;wal1604409;166842;104679;5620;93022A001
200;7757222;wal1604412;167756;106056;5620;93022A20-
32;7756781;wal1604381;161176;86993;5660;93014P02-
30;7757304;wal1603849;172155;104568;5620;93022B00-
7;7756769;wal1603858;155845;79814;5660;93014J09-
1;7756768;wal1603861;156454;81482;5660;93014J00-
1;7756795;wal1603870;153664;79337;5660;93014G00-
