house_number_sans_lettre;best_street_id;best_address_id;x_31370;y_31370;best_postal_code;cd_sector
7;7721792;wal810757;141747;125935;7141;56087B00-
30;7721792;wal810249;141551;125897;7141;56087B00-
44;7721782;wal831162;140841;127566;7140;56087A02-
52;7721793;wal815228;141536;124980;7141;56087B183
137;7717738;wal1876700;131294;128287;7110;55022F10-
141;7717738;wal1876702;131280;128313;7110;55022F10-
24;7721349;wal816550;132182;117113;7120;56085E190
153;7717738;wal1876709;131253;128396;7110;55022F11-
7;7721325;wal833911;132178;117496;7120;56085E190
6;7721374;wal823415;130740;120997;7120;56085A001
30;7716936;wal1642902;137149;130187;7100;55022A05-
12;7716935;wal1642907;138288;130020;7100;55022A42-
9;7716934;wal1642909;137755;127557;7100;55022C01-
64;7716933;wal1642916;137370;130155;7100;55022A05-
8;7717077;wal1647071;137027;129888;7100;55022A00-
6;7717077;wal1647086;137019;129885;7100;55022A00-
4;7717077;wal1647090;137009;129892;7100;55022A00-
115;7717185;wal1647099;137720;130426;7100;55022A05-
111;7717185;wal1647109;137699;130415;7100;55022A05-
31;7717183;wal1647110;136708;129021;7100;55022A101
27;7717183;wal1647112;136723;129026;7100;55022A101
19;7717137;wal1647127;137139;129883;7100;55022A00-
17;7717137;wal1647129;137132;129881;7100;55022A00-
1;7717137;wal1647145;137089;129860;7100;55022A00-
16;7717252;wal1647153;136861;128947;7100;55022A101
49;7717331;wal1647156;134743;129654;7110;55022J132
35;7717296;wal1647158;135618;126895;7100;55022D0AA
40;7717297;wal1647160;135065;129861;7110;55022J132
1;7717297;wal1647164;135034;129999;7110;55022K111
81;7717296;wal1647165;135792;126938;7100;55022D0AA
27;7717254;wal1647167;138566;130687;7100;55022A41-
141;7717254;wal1647169;138860;130479;7100;5502214MQ
20;7717335;wal1645899;138260;129926;7100;55022A42-
18;7717335;wal1645914;138227;129942;7100;55022A42-
11;7717431;wal1645944;138869;127112;7100;55022B032
2;7717384;wal1645951;130949;127302;7110;55022F000
2;7717529;wal1645959;134971;130362;7110;55022K01-
1;7717487;wal1645967;135390;127915;7100;55022D10-
