house_number_sans_lettre;best_street_id;best_address_id;x_31370;y_31370;best_postal_code;cd_sector
34;7742976;wal1969839;256808;97682;6673;82037D00-
16;7742893;wal1874550;241973;73654;6640;82036E01-
70;7742632;wal1560382;245948;68964;6637;82009C40-
1;7742706;wal1560389;251569;92193;6660;82014A00-
18;7742707;wal1560396;251656;91940;6660;82014A00-
20;7742707;wal1560402;251652;91949;6660;82014A00-
4;7742707;wal1560410;251684;91893;6660;82014A00-
8;7742707;wal1560427;251677;91907;6660;82014A00-
82;7742791;wal1560442;253156;106153;6690;82032C40-
6;7742668;wal1560445;251228;94384;6661;82014F19-
45;7742751;wal1560453;253588;95515;6661;82014F49-
5;7742766;wal1560462;260263;107031;6690;82032A39-
105;7742424;wal1560476;245958;76905;6600;82003A20-
34;7742469;wal1560485;247236;78189;6600;82003A01-
1;7742850;wal1562680;259383;109608;6690;82032A50-
23;7742868;wal1562692;260335;109509;6690;82032A00-
32;7742868;wal1562700;260317;109489;6690;82032A00-
54;7742868;wal1562712;260400;109359;6690;82032A00-
19;7742974;wal1562733;260664;102901;6671;82037A00-
4;7743034;wal1562746;265364;97833;6672;82037B40-
33;7742788;wal1560508;256746;109767;6690;82032A80-
1;7742837;wal1560515;259472;113898;6698;82032D00-
2;7742362;wal1557264;244933;75936;6600;82003A5PN
1;7742352;wal1557285;246622;77199;6600;82003A020
1;7742692;wal1560607;251609;92217;6660;82014A00-
3;7742717;wal1560613;251703;91820;6660;82014A00-
14;7742719;wal1560621;245929;95756;6666;82014D00-
78;7742766;wal1560625;260621;106742;6690;82032A30-
18;7742824;wal1560632;259582;113830;6698;82032D00-
20;7742824;wal1560638;259593;113817;6698;82032D00-
26;7742734;wal1560648;246618;95780;6666;82014D00-
36;7742472;wal1560653;246606;77331;6600;82003A03-
38;7742472;wal1560665;246614;77309;6600;82003A03-
40;7742472;wal1560680;246622;77293;6600;82003A03-
24;7742791;wal1560685;253016;105723;6690;82032C40-
40;7742423;wal1560694;245706;77425;6600;82003A10-
11;7743022;wal1562792;261248;95240;6670;82037C00-
61;7742893;wal1562797;241263;73278;6640;82036E01-
41;7742979;wal1562857;260271;101666;6671;82037A200
1;7742965;wal1562878;235859;67242;6640;82036A000
1;7742997;wal1562884;263331;98746;6670;82037C210
83;7742974;wal1562889;260602;102489;6671;82037A00-
70;7742472;wal1560523;246666;77195;6600;82003A03-
74;7742472;wal1560529;246686;77176;6600;82003A03-
21;7742479;wal1560581;246918;78201;6600;82003A12-
15;7742422;wal1560595;246411;77535;6600;82003A03-
16;7742422;wal1560601;246296;77586;6600;82003A10-
3;7742352;wal1557300;246595;77187;6600;82003A020
5;7742352;wal1557313;246570;77175;6600;82003A020
22;7742357;wal1557822;252882;86972;6600;82003D59-
282;7742371;wal1560039;251169;78256;6600;82003B512
2;7742811;wal1560055;260151;109309;6690;82032A00-
13;7742813;wal1560087;260204;109647;6690;82032A00-
107;7742619;wal1560093;244688;64018;6637;82009C20-
111;7742619;wal1560094;244726;63990;6637;82009C20-
28;7742759;wal1560111;259250;114383;6698;82032D00-
35;7742340;wal1557386;246724;77005;6600;82003A020
37;7742340;wal1557395;246734;76982;6600;82003A020
34;7742803;wal1560709;261474;108910;6690;82032A20-
44;7742791;wal1560715;252626;105527;6690;82032C40-
3;7742759;wal1560164;259461;113965;6698;82032D00-
2;7742750;wal1560181;251596;92227;6660;82014A00-
1;7742760;wal1560185;260153;109180;6690;82032A00-
10;7742760;wal1560188;260111;109163;6690;82032A00-
21;7742760;wal1560205;260111;109098;6690;82032A00-
32;7742331;wal1562442;246390;77401;6600;82003A03-
8;7742930;wal1562448;235991;67315;6640;82036A000
17;7742971;wal1562466;263229;98909;6670;82037C210
27;7742972;wal1562472;256891;99318;6674;82037E10-
43;7742760;wal1560223;259976;108797;6690;82032A00-
53;7742760;wal1560231;259955;108731;6690;82032A01-
59;7742760;wal1560235;259952;108713;6690;82032A01-
6;7742760;wal1560238;260113;109179;6690;82032A00-
65;7742760;wal1560249;259939;108680;6690;82032A01-
8;7742761;wal1560256;247488;105202;6690;82032C59-
23;7742684;wal1561693;250705;96738;6661;82014F312
150;7742979;wal1562477;260985;102168;6671;82037A212
43;7742865;wal1562486;258505;113866;6698;82032D30-
21;7743010;wal1562490;262649;98482;6670;82037C222
37;7743010;wal1562497;262965;98721;6670;82037C222
13;7742866;wal1562516;259930;108571;6690;82032A01-
5;7742866;wal1562537;259932;108618;6690;82032A01-
48;7742340;wal1557405;246925;76657;6600;82003A020
55;7742340;wal1557407;246825;76745;6600;82003A020
9;7742340;wal1557414;246678;77102;6600;82003A020
138;7742370;wal1556983;247238;79145;6600;82003D600
175;7742337;wal1557505;246675;76239;6600;82003A22-
16;7742762;wal1560268;259550;107358;6690;82032A40-
1;7742667;wal1560275;243473;95529;6660;82014C001
10;7742728;wal1560277;251673;92259;6660;82014A00-
49;7742728;wal1560281;251404;93331;6660;82014F29-
50;7742728;wal1560283;251356;93345;6660;82014F29-
25;7742730;wal1560308;251576;92142;6660;82014A00-
30;7742815;wal1560312;260539;110162;6690;82032A020
40;7742730;wal1560317;251597;92162;6660;82014A00-
30;7742424;wal1560327;246452;77339;6600;82003A03-
32;7742424;wal1560334;246439;77328;6600;82003A03-
46;7742424;wal1560339;246355;77239;6600;82003A20-
52;7742424;wal1560345;246322;77213;6600;82003A20-
73;7742424;wal1560352;246136;77079;6600;82003A20-
12;7742687;wal1560363;244743;93528;6660;82014C10-
62;7742973;wal1562589;266293;102261;6672;82037B00-
3;7742980;wal1562592;266920;99512;6672;82037B10-
1;7742842;wal1562614;260441;109344;6690;82032A00-
4;7742842;wal1562620;260471;109294;6690;82032A00-
28;7742843;wal1562626;259570;107251;6690;82032A40-
2;7743016;wal1562638;261018;95632;6670;82037C00-
122;7742553;wal1561298;245993;59934;6637;82009A30-
71;7742328;wal1557582;247351;78762;6600;82003A12-
189;7742337;wal1557612;246700;76076;6600;82003A22-
28;7762168;wal1970250;234065;66001;6640;82036F20-
9;7762156;wal1571651;233624;66414;6640;82036F20-
11;7762158;wal1571654;233930;66221;6640;82036F20-
5;7762159;wal1571658;233778;66155;6640;82036F20-
7;7762159;wal1571660;233712;66095;6640;82036F20-
50;7762160;wal1571795;235818;62986;6640;82036F19-
6;7762160;wal1571797;236308;63651;6640;82036F10-
12;7762168;wal1571887;233882;66120;6640;82036F20-
26;7763581;wal1875178;250750;78106;6600;82003B512
54;7763581;wal1875180;250590;78085;6600;82003B512
25;7743024;wal1876474;261169;95085;6670;82037C00-
